"","Player","Nation","Pos","Squad","Age","League","Year","FWPred"
"948","K. Gonçalves","Quewenia","FWDF","Fighting Cougars",21,"A","2021",13.0067666666667
"1132","V. Apio","Greri Landmoslands","MFFW","Mean Colts",19,"B","2021",13.0106333333333
"157","A. Musonza","Dosqaly","FW","Golden Rustlers",33,"B","2020",13.0109666666667
"459","J. De Smet","Esia","FW","Ultimate Dolphins",18,"C","2020",13.0174333333333
"448","M. Ssemwanga","Giumle Lizeibon","FW","Supreme Jaguars",30,"C","2020",13.0215666666667
"1516","B. Namazzi","Ledian","MFFW","Coy Sunbirds",33,"D","2021",13.0217
"1415","V. Namayanja","Ledian","FWMF","Spicy Gophers",25,"C","2021",13.0218666666667
"183","N. Nakacwa","Central Diasongo","DFFW","Jumping Beans",24,"B","2020",13.0265333333333
"82","I. Ocen","People's Land of Maneau","MFFW","Old Mustangs",31,"A","2020",13.0269333333333
"342","X. Han","Esia","FWMF","Awkward Trailblazers",32,"C","2020",13.0327333333333
"1627","B. Nakandi","Sobianitedrucy","FWMF","Strange Pioneers",28,"D","2021",13.0404333333333
"718","C. Vázquez","Nganion","MFFW","Mad Bees",21,"E","2020",13.0414
"1236","J. Rinaldi","Central Diasongo","DFFW","Unaccountable Foxes",23,"B","2021",13.0423333333333
"1858","O. Ankrah","Coastpa Barleslands","FW","Mad Wolverines",28,"RFL","2021",13.0445
"191","N. Grgi?","Ingre","FWMF","Jumping Beans",22,"B","2020",13.06
"1761","T. Robert","Janmico","MFFW","Polar Kangaroos",24,"E","2021",13.0601666666667
"630","H. Rana","Leoneku Guidisia","MFFW","Rowdy Clippers",24,"D","2020",13.0606666666667
"611","X. Wouters","Sobianitedrucy","MFFW","Red Rangers",22,"D","2020",13.0669333333333
"163","C. Shaheen","Dosqaly","MFFW","Golden Rustlers",19,"B","2020",13.0720666666667
"1150","G. Leclercq","Dosqaly","FWMF","Overconfident Kangaroos",18,"B","2021",13.0768333333333
"805","Q. Amanya","Hazi Kimar","FW","Screaming Ramblers",21,"E","2020",13.081
"1218","H. Sentongo","Reugha","FW","Supreme Janes",28,"B","2021",13.0903
"1816","F. Salifu","Nganion","FWMF","Serious Magicians",34,"E","2021",13.1027333333333
"972","S. Avraham","Nganion","FWMF","Green Fleet",32,"A","2021",13.1082333333333
"387","Q. Alhassan","Esia","MFFW","Marvelous Anchors",25,"C","2020",13.1100333333333
"36","S. Avraham","Nganion","MFFW","Green Fleet",31,"A","2020",13.1312
"405","E. Samson","Republic of Denand Landsa","FWMF","Punctual Archers",28,"C","2020",13.1366
"1800","A. Maposa","Nganion","MFFW","Sassy Knights",29,"E","2021",13.1407333333333
"43","G. Adriko","People's Land of Maneau","FW","Horrible Grizzlies",17,"A","2020",13.1458
"72","W. Rashid","People's Land of Maneau","FWMF","Odd Ducks",21,"A","2020",13.1489
"263","K. Balogun","Lenia Gerdanho","DFFW","Supreme Janes",22,"B","2020",13.1502
"50","Q. Mbambu","Lefghau","FW","Horrible Storm",22,"A","2020",13.1510333333333
"1329","C. Nabaggala","Esia","FW","Horrible Flames",17,"C","2021",13.1520333333333
"1822","N. bin Sulaiman","Dosqaly","FW","Swift Bison",33,"E","2021",13.1582666666667
"863","D. Makumbi","Rarita","FWMF","Black Coyotes",17,"RFL","2020",13.1692
"350","K. Ozols","Esia","FW","Blue Jaguars",25,"C","2020",13.1726666666667
"1741","W. Wandera","Nkasland Cronestan","FWMF","Orange Giants",28,"E","2021",13.1759
"439","I. Dehghani","Esia","FWMF","Spicy Gophers",31,"C","2020",13.1794
"1417","L. Kofi","Esia","MFFW","Spicy Gophers",22,"C","2021",13.1800333333333
"1666","D. Purwanto","Lefghau","FW","Delta Colts",23,"E","2021",13.1862666666667
"631","G. Rahmani","Sobianitedrucy","MFFW","Rowdy Clippers",18,"D","2020",13.1885333333333
"924","M. Obadiah","People's Land of Maneau","MFFW","Walking Runners",24,"RFL","2020",13.1901666666667
"515","Z. Buyinza","Saintu","MFFW","Coy Sunbirds",30,"D","2020",13.1934666666667
"245","N. Olinga","Lefghau","MFFW","Simple Privateers",21,"B","2020",13.2023333333333
"1059","S. Sarpong","Southslands","FW","Swift Musketeers",33,"A","2021",13.2052666666667
"206","Q. Balodis","Western Niasland","FWMF","Lady Ocelots",24,"B","2020",13.2081666666667
"1019","H. Turyatunga","Republic of Denand Landsa","FWDF","Punctual Rustlers",24,"A","2021",13.2126
"543","A. Patal","Sobianitedrucy","FW","Flying Bombadiers",28,"D","2020",13.2141666666667
"366","Y. Jain","Esia","MFFW","Fiery Governors",23,"C","2020",13.2166
"1793","T. Kabonesa","Nganion","MFFW","Running Bigfoots",22,"E","2021",13.2202333333333
"1885","Z. Moreira","Rarita","FW","Serious Buffaloes",24,"RFL","2021",13.2253666666667
"73","I. Mlambo","Redohrainbri","FWMF","Odd Ducks",27,"A","2020",13.2274666666667
"1575","J. Saidu","Nganion","FW","Mean Wolves",35,"D","2021",13.2289666666667
"1308","I. Tukundane","Pierrema","FW","Blue Jaguars",28,"C","2021",13.2298666666667
"1022","M. Vásquez","Lefghau","MFFW","Punctual Rustlers",27,"A","2021",13.2320333333333
"1802","R. Tumusiime","Nganion","MFFW","Sassy Knights",31,"E","2021",13.2414666666667
"1792","F. Ngulube","Nganion","MFFW","Running Bigfoots",25,"E","2021",13.2417
"887","J. Schreiber","Rarita","FW","Great Pandas",27,"RFL","2020",13.2470666666667
"797","T. Jiu","Nganion","FW","Sassy Knights",32,"E","2020",13.2494333333333
"808","D. Mugisa","Xikong","FWDF","Screaming Ramblers",27,"E","2020",13.2566
"1095","A. Musonza","Dosqaly","FW","Golden Rustlers",34,"B","2021",13.2601666666667
"136","F. Siddiqui","Southslands","FW","Swift Musketeers",19,"A","2020",13.2611333333333
"628","J. Namakoye","Cuandbo","MFFW","Rowdy Clippers",31,"D","2020",13.2646333333333
"480","J. Okullo","Esia","DFFW","Weak Chargers",22,"C","2020",13.2657333333333
"1011","Q. Nakityo","Quewenia","MFFW","Old Mustangs",28,"A","2021",13.2707666666667
"407","J. Munduru","Varijitri Isles","FWMF","Punctual Archers",27,"C","2020",13.2729666666667
"681","L. Bogere","Nganion","FW","Delta Colts",28,"E","2020",13.2748333333333
"1347","N. Nwachukwu","Esia","FW","Marvelous Anchors",31,"C","2021",13.2878666666667
"1290","T. Hoe","Xikong","MFFW","Wet Monarchs",24,"B","2021",13.2894666666667
"1118","O. Chelimo","Ngoque Blicri","FW","Jumping Beans",20,"B","2021",13.2899666666667
"1416","G. Moradi","Esia","MFFW","Spicy Gophers",22,"C","2021",13.2905
"1403","I. Khalili","Esia","FWDF","Silver Frogs",22,"C","2021",13.2958666666667
"1198","R. Mutumba","Dosqaly","DFFW","Solemn Leopards",21,"B","2021",13.2996333333333
"18","H. Engel","Byasier Pujan","MFFW","Fighting Cougars",25,"A","2020",13.3020333333333
"933","I. Huber","Lenia Gerdanho","DFFW","Fanatical Outlaws",26,"A","2021",13.3021
"738","B. Chau","Nganion","MFFW","Mighty Jimmies",31,"E","2020",13.3034333333333
"1013","A. Berisha","People's Land of Maneau","DFFW","Punctual Rustlers",23,"A","2021",13.3044666666667
"125","R. Kovalenko","Imaar Vircoand","FWMF","Sugar Storm",22,"A","2020",13.3081333333333
"1296","D. Isabirye","Esia","FWMF","Awkward Trailblazers",22,"C","2021",13.3132333333333
"777","H. Ziegler","Nganion","MFFW","Punctual Leopards",22,"E","2020",13.3154333333333
"791","F. Ngulube","Nganion","MFFW","Running Bigfoots",24,"E","2020",13.3155666666667
"438","C. Ntale","Esia","FWMF","Spicy Gophers",26,"C","2020",13.3205
"91","T. Zoabi","People's Land of Maneau","MFFW","Punctual Rustlers",18,"A","2020",13.3236666666667
"251","T. Marques","Dosqaly","FWMF","Solemn Leopards",18,"B","2020",13.3254666666667
"1583","A. Caron","Sobianitedrucy","FW","Mighty Monkeys",24,"D","2021",13.3275333333333
"881","K. Cheung","Rarita","FWMF","Golden Cadets",21,"RFL","2020",13.3374
"473","G. Muleya","Manlisgamncent","FW","Ultimate Longhorns",25,"C","2020",13.3427333333333
"360","Q. Tshia","Esia","FW","Fiery Governors",19,"C","2020",13.3431333333333
"1901","R. Monti","Rarita","MFFW","Strong Oaks",32,"RFL","2021",13.3647333333333
"1434","L. Jung","Rarita","FWMF","Supreme Jaguars",20,"C","2021",13.3671333333333
"65","B. Asiedu","Isle of Lababwe","FW","Mighty Jays",30,"A","2020",13.3895666666667
"253","Z. Heinonen","Dosqaly","MFFW","Solemn Leopards",21,"B","2020",13.4005333333333
"1201","T. Marques","Dosqaly","FW","Solemn Leopards",19,"B","2021",13.4048666666667
"1060","D. Tukamuhebwa","People's Land of Maneau","FWMF","Swift Musketeers",21,"A","2021",13.4066666666667
"1653","D. Sahu","Nganion","MFFW","Big Foxes",29,"E","2021",13.4083333333333
"514","B. Namazzi","Ledian","MFFW","Coy Sunbirds",32,"D","2020",13.4136
"393","H. Nuraeni","Republic of Denand Landsa","FW","Mean Trolls",22,"C","2020",13.4282666666667
"1094","M. Hassan","Sobianitedrucy","MFFW","Glistening Paladins",28,"B","2021",13.4315333333333
"401","Z. Matsui","Giumle Lizeibon","MFFW","Mean Trolls",25,"C","2020",13.4324333333333
"1794","E. Chebet","Imaar Vircoand","FW","Sassy Knights",26,"E","2021",13.4349
"1222","G. Albrecht","Dosqaly","MFFW","Supreme Janes",23,"B","2021",13.4416666666667
"59","H. Shoko","Nganion","MFFW","Horrible Storm",26,"A","2020",13.4551666666667
"1511","R. Saad","Central Diasongo","FWMF","Coy Sunbirds",15,"D","2021",13.4553666666667
"217","P. Kamya","Dosqaly","FW","Serious Thunderbirds",26,"B","2020",13.46
"1258","O. Musiimenta","Ucame Ofne","FW","Villainous Eagles",27,"B","2021",13.4611666666667
"807","S. Nyathi","Nganion","FW","Screaming Ramblers",30,"E","2020",13.4659666666667
"847","G. Chu","Nganion","FWMF","Ultimate Penguins",18,"E","2020",13.4702333333333
"1699","E. Salem","Nganion","MFFW","Hideous Spiders",19,"E","2021",13.4714
"1803","V. Phung","Nganion","MFFW","Sassy Knights",27,"E","2021",13.4818
"1299","J. Nyondo","Giumle Lizeibon","FWMF","Awkward Trailblazers",20,"C","2021",13.4965666666667
"687","U. Oyella","Dosqaly","MFFW","Delta Colts",32,"E","2020",13.4967666666667
"1425","D. Vanags","Ingre","FW","Supreme Jaguars",17,"C","2021",13.5112666666667
"1744","N. Niwagaba","Nganion","MFFW","Orange Giants",33,"E","2021",13.5144333333333
"234","V. Nakibuule","Reugha","FWMF","Simple Jayhawks",24,"B","2020",13.5168333333333
"1065","X. Emmanuel","People's Land of Maneau","DFFW","Weak Tornadoes",26,"A","2021",13.5175333333333
"667","J. Maeda","Sobianitedrucy","MFFW","Wet Flames",27,"D","2020",13.5283666666667
"1796","T. Jiu","Nganion","FW","Sassy Knights",33,"E","2021",13.5295666666667
"1408","Z. Uy","Quewenia","MFFW","Silver Frogs",29,"C","2021",13.5408
"612","T. Neves","Sobianitedrucy","DFFW","Remarkable Flames",28,"D","2020",13.5420333333333
"1307","E. Bah","Mico","FW","Blue Jaguars",21,"C","2021",13.5443666666667
"1161","M. Galli","Dosqaly","FW","Serious Thunderbirds",18,"B","2021",13.5455333333333
"408","K. Ssenyondo","Esia","MFFW","Punctual Archers",27,"C","2020",13.5462
"1439","W. D'amico","Dosqaly","FW","Ultimate Dolphins",20,"C","2021",13.5543666666667
"457","M. Kakaire","Sobianitedrucy","MFFW","Supreme Jaguars",31,"C","2020",13.5624
"731","L. Costa","Imaar Vircoand","FWMF","Mighty Jimmies",31,"E","2020",13.5692333333333
"455","L. Kaur","Biarizea","MFFW","Supreme Jaguars",20,"C","2020",13.5741
"1217","K. Balogun","Lenia Gerdanho","FW","Supreme Janes",23,"B","2021",13.5783
"1647","S. Mussa","Byasier Pujan","FWMF","Big Foxes",21,"E","2021",13.5799666666667
"841","D. Bagheri","Nganion","MFFW","Swift Marauders",19,"E","2020",13.5802
"1763","L. Maleki","Imaar Vircoand","FW","Punctual Leopards",29,"E","2021",13.5813
"865","B. Yousefi","Rarita","MFFW","Black Coyotes",28,"RFL","2020",13.5865333333333
"1726","J. Atuhairwe","Morticre","FW","Mad Kingsmen",26,"E","2021",13.5925
"261","Z. Perrin","Imaar Vircoand","MFFW","Somber Stallions",31,"B","2020",13.594
"1412","U. Rees","Dosqaly","FWMF","Spicy Gophers",32,"C","2021",13.6056
"1524","J. Saidu","Nganion","FWMF","Fighting Clippers",35,"D","2021",13.6073333333333
"1169","N. Opolot","Dosqaly","MFFW","Serious Thunderbirds",18,"B","2021",13.6105666666667
"221","U. Madondo","Dosqaly","FWDF","Serious Thunderbirds",22,"B","2020",13.6202333333333
"803","R. Tumusiime","Nganion","MFFW","Sassy Knights",30,"E","2020",13.6216666666667
"938","J. Akello","Bernepamar","FWMF","Fanatical Outlaws",30,"A","2021",13.6218
"400","V. Supriadi","Esia","MFFW","Mean Trolls",21,"C","2020",13.6255333333333
"424","Q. Sithole","Slandsganiamayotteque","MFFW","Serious Cyclones",16,"C","2020",13.6278
"1176","U. Musekiwa","Southern Ristan","FW","Simple Jayhawks",22,"B","2021",13.6319333333333
"891","X. Petersen","Rarita","FW","Great Pandas",18,"RFL","2020",13.6408333333333
"1630","W. Cheang","Nganion","MFFW","Strange Pioneers",35,"D","2021",13.6447
"460","I. Van Dijk, Van Dyk","Nancipenuaroe","FW","Ultimate Dolphins",25,"C","2020",13.6517
"961","G. Elbaz","Dosqaly","FWMF","Great Galactic Gorgons",24,"A","2021",13.6542666666667
"958","U. Rodriguês","People's Land of Maneau","FW","Great Galactic Gorgons",17,"A","2021",13.6596666666667
"1228","Z. Pinto","Republic of Denand Landsa","FW","Swift Rustlers",23,"B","2021",13.6614666666667
"1012","G. Tukwasibwe","Dosqaly","DFFW","Punctual Rustlers",19,"A","2021",13.6617333333333
"1853","E. Afolabi","Rarita","FW","Educated Avengers",21,"RFL","2021",13.6644
"1351","Q. Alhassan","Esia","MFFW","Marvelous Anchors",26,"C","2021",13.6654
"704","X. Rana","Nganion","FWMF","Flying Penguins",19,"E","2020",13.6758333333333
"384","N. Nwachukwu","Esia","FWMF","Marvelous Anchors",30,"C","2020",13.6768333333333
"1862","R. Bbosa","People's Land of Maneau","FWMF","Mad Wolverines",22,"RFL","2021",13.7010333333333
"412","F. Sun","Riazbe Ryma","MFFW","Punctual Archers",24,"C","2020",13.7020666666667
"715","Q. Salehi","Nganion","FW","Mad Bees",30,"E","2020",13.7110333333333
"621","N. Bello","Sobianitedrucy","FWMF","Remarkable Flames",20,"D","2020",13.7198666666667
"312","B. Nyamadzawo","Dosqaly","FWDF","Weak Blimps",22,"B","2020",13.7271
"1080","Y. Manuel","Biarizea","FWMF","Flawless Cows",17,"B","2021",13.7324666666667
"1651","V. Da silva","Nganion","FWMF","Big Foxes",29,"E","2021",13.7327666666667
"156","S. Vidal","Dosqaly","MFFW","Glistening Paladins",30,"B","2020",13.7385
"699","M. Banda","Lefghau","FW","Flying Penguins",28,"E","2020",13.7419
"226","H. Munetsi","Pierrema","MFFW","Serious Thunderbirds",29,"B","2020",13.7437
"447","M. Piotrowski","Esia","FW","Supreme Jaguars",21,"C","2020",13.748
"21","Q. Nabimanya","Imaar Vircoand","MFFW","Fighting Cougars",20,"A","2020",13.7491333333333
"670","L. Fung","Greri Landmoslands","DFFW","Deferred Dolphins",22,"E","2020",13.7528666666667
"686","W. Daan","Biarizea","MFFW","Delta Colts",24,"E","2020",13.7536333333333
"264","K. Macuacua","Dosqaly","FW","Supreme Janes",23,"B","2020",13.7717666666667
"1267","T. Lwanga","Reugha","MFFW","Villainous Eagles",24,"B","2021",13.7726
"278","F. Mapfumo","Dosqaly","FW","Swift Rustlers",19,"B","2020",13.7735
"774","S. Sande","Nganion","FWMF","Punctual Leopards",24,"E","2020",13.7786666666667
"127","E. Nakyeyune","People's Land of Maneau","FWMF","Sugar Storm",22,"A","2020",13.7811333333333
"1501","P. Mahmoudi","Northern Namemo Laand","MFFW","Coy Catamarans",18,"D","2021",13.7813333333333
"486","A. Mwesigwa","Esia","FWMF","Weak Chargers",24,"C","2020",13.7822
"161","B. Ndlovu","Dosqaly","FWMF","Golden Rustlers",20,"B","2020",13.7872333333333
"603","M. Nsubuga","Sobianitedrucy","FW","Red Rangers",22,"D","2020",13.7915
"778","K. Roger","Nganion","MFFW","Punctual Leopards",25,"E","2020",13.7938666666667
"655","I. Gajdoš","Pierrema","MFFW","Strange Pioneers",27,"D","2020",13.8029666666667
"189","H. Simanjuntak","Dosqaly","FWMF","Jumping Beans",20,"B","2020",13.8079
"262","K. Koppel","Varijitri Isles","MFFW","Somber Stallions",22,"B","2020",13.8127
"1029","A. Bruno","People's Land of Maneau","MFFW","Silver Heels",29,"A","2021",13.8223
"839","Z. Muratovi?","Nganion","FWMF","Swift Marauders",22,"E","2020",13.8369333333333
"444","H. Musiime","Esia","MFFW","Spicy Gophers",29,"C","2020",13.8402333333333
"1182","G. Nugroho","New Rapore","MFFW","Simple Jayhawks",22,"B","2021",13.8425666666667
"1380","A. Ortega","Zamlie Niabangthe","FWMF","Red Artichokes",22,"C","2021",13.8461333333333
"1655","O. Gatti","Nganion","DFFW","Deferred Dolphins",23,"E","2021",13.8547
"1532","H. Kelmendi","Lefghau","MFFW","Fighting Wave",29,"D","2021",13.8567333333333
"1142","B. Rubio","Dosqaly","MFFW","Mean Poets",20,"B","2021",13.8572333333333
"55","E. Estrada","Frenchdo Stanser","FWMF","Horrible Storm",24,"A","2020",13.8753
"574","L. Baidoo","Sobianitedrucy","FWMF","Marvelous Patriots",18,"D","2020",13.8754333333333
"788","I. Murakami","Nganion","FWMF","Running Bigfoots",20,"E","2020",13.8835
"1458","K. Stern","Esia","FW","Weak Chargers",17,"C","2021",13.8928
"134","D. Tukamuhebwa","People's Land of Maneau","FW","Swift Musketeers",20,"A","2020",13.896
"272","R. Mkandla","Southern Ristan","FWMF","Supreme Janes",27,"B","2020",13.901
"1268","J. Yeo","Dosqaly","FW","Weak Blimps",19,"B","2021",13.9068333333333
"28","B. Mulyana","People's Land of Maneau","FWMF","Great Galactic Gorgons",34,"A","2020",13.9363333333333
"637","P. Nakyanzi","Byasier Pujan","FW","Spicy Pointers",17,"D","2020",13.9368666666667
"475","C. Taban","Byasier Pujan","MFFW","Ultimate Longhorns",31,"C","2020",13.9371333333333
"1120","Q. Nampijja","Reugha","FWMF","Jumping Beans",18,"B","2021",13.9385
"60","C. Awad","People's Land of Maneau","MFFW","Horrible Storm",28,"A","2020",13.9412
"1497","X. Kabugho","Cabral Retrea","FWMF","Coy Catamarans",21,"D","2021",13.9441666666667
"885","U. Feng","Rarita","MFFW","Golden Cadets",37,"RFL","2020",13.9479333333333
"1716","Y. Fallah","Nganion","FW","Mad Bees",22,"E","2021",13.9481333333333
"790","G. Agustina","Imaar Vircoand","MFFW","Running Bigfoots",30,"E","2020",13.9575333333333
"92","H. Turyatunga","Republic of Denand Landsa","MFFW","Punctual Rustlers",23,"A","2020",13.9679333333333
"821","W. Ofori","Unicorporated Tiagascar","FWMF","Serious Magicians",25,"E","2020",13.9711333333333
"403","A. Montanari","Esia","FW","Punctual Archers",28,"C","2020",14.0002333333333
"1187","Y. Fong","Dosqaly","FW","Simple Privateers",22,"B","2021",14.0005
"1670","W. Ofori","Unicorporated Tiagascar","FWMF","Delta Colts",26,"E","2021",14.005
"496","X. Natamba","Esia","FW","White Firebirds",17,"C","2020",14.0101333333333
"1382","I. Habibi","Esia","MFFW","Red Artichokes",28,"C","2021",14.0211333333333
"310","T. Chua","Dosqaly","FW","Weak Blimps",29,"B","2020",14.0234
"626","G. Kowalczyk","Dosqaly","FWMF","Rowdy Clippers",22,"D","2020",14.034
"219","A. Kyohirwe","Tercapetralgrorus","FW","Serious Thunderbirds",19,"B","2020",14.0389
"811","R. Lambert","Ngoque Blicri","MFFW","Screaming Ramblers",22,"E","2020",14.0558
"901","Y. Imai","Rarita","FW","Mad Cardinals",24,"RFL","2020",14.0796
"1683","R. Baidoo","Nganion","FW","Flying Penguins",23,"E","2021",14.0952
"741","F. Jee","Nganion","FW","Orange Giants",29,"E","2020",14.1012
"949","G. Bellini","Buhegeor","FWMF","Fighting Cougars",26,"A","2021",14.1120333333333
"842","F. Obua","Nganion","MFFW","Swift Marauders",25,"E","2020",14.1344
"906","J. Kataike","Rarita","MFFW","Mad Cardinals",27,"RFL","2020",14.1681
"395","J. Wibowo","Esia","FWMF","Mean Trolls",28,"C","2020",14.1805666666667
"754","Q. Lavyan","Nganion","MFFW","Plane Janes",20,"E","2020",14.1948
"464","I. Low","Dozstan","FWMF","Ultimate Dolphins",20,"C","2020",14.2127333333333
"767","F. Nagasha","Nganion","DFFW","Punctual Leopards",22,"E","2020",14.2210333333333
"1616","C. Grassi","Sobianitedrucy","FWDF","Spicy Pointers",24,"D","2021",14.2219333333333
"1078","Y. Mutema","Nganion","FW","Flawless Cows",27,"B","2021",14.2311333333333
"244","D. Tkachenko","Iverde","MFFW","Simple Privateers",21,"B","2020",14.2314333333333
"834","E. Chebet","Imaar Vircoand","FW","Swift Marauders",25,"E","2020",14.2506666666667
"398","A. Ortega","Zamlie Niabangthe","FWMF","Mean Trolls",21,"C","2020",14.2611
"1063","C. Namutebi","People's Land of Maneau","MFFW","Swift Musketeers",31,"A","2021",14.2695666666667
"1870","C. Kyarikunda","People's Land of Maneau","FW","Marvelous Coyotes",17,"RFL","2021",14.2756
"456","A. Guo","Esia","MFFW","Supreme Jaguars",18,"C","2020",14.2864333333333
"1715","T. Chandiru","Nganion","FW","Mad Bees",20,"E","2021",14.2878666666667
"688","M. Naluwooza","Nganion","MFFW","Delta Colts",22,"E","2020",14.2880666666667
"682","M. Twinomugisha","Nganion","FW","Delta Colts",19,"E","2020",14.2882666666667
"1467","K. Amoit","Esia","DFFW","White Firebirds",18,"C","2021",14.2978
"672","D. Fischer","Nganion","FW","Deferred Dolphins",34,"E","2020",14.2982666666667
"879","I. Nakimbugwe","Rarita","FWMF","Golden Cadets",23,"RFL","2020",14.3188
"690","T. Sinaga","Rarita","MFFW","Delta Colts",23,"E","2020",14.3207666666667
"810","U. Kizito","Nganion","MFFW","Screaming Ramblers",29,"E","2020",14.3215
"597","G. Zohar","Cuge","FWMF","Punctual Fire",17,"D","2020",14.3240666666667
"1505","L. Muñoz","Sobianitedrucy","FW","Coy Sunbirds",20,"D","2021",14.3271
"195","X. Opira","Dosqaly","MFFW","Jumping Beans",17,"B","2020",14.3349
"487","B. Razaee","Esia","FWMF","Weak Chargers",29,"C","2020",14.3351666666667
"1357","J. Wibowo","Esia","FWMF","Mean Trolls",29,"C","2021",14.3353333333333
"1141","G. Shah","Central Namemo Laand","MFFW","Mean Poets",25,"B","2021",14.3393
"1359","Z. Matsui","Giumle Lizeibon","FWMF","Mean Trolls",26,"C","2021",14.3448
"1861","H. Nuwahereza","Nkasland Cronestan","FWMF","Mad Wolverines",32,"RFL","2021",14.3454
"177","M. Chari","Dosqaly","MFFW","Hideous Pioneers",19,"B","2020",14.3538333333333
"1186","X. Akol","Dosqaly","FW","Simple Privateers",19,"B","2021",14.3572666666667
"58","C. Quartey","Slandsganiamayotteque","FWMF","Horrible Storm",18,"A","2020",14.37
"1255","J. Natukunda","Dosqaly","FW","Villainous Eagles",22,"B","2021",14.3719
"1514","C. Go","Sobianitedrucy","FWMF","Coy Sunbirds",32,"D","2021",14.3811666666667
"1145","Q. Mangwiro","Coastpa Barleslands","FW","Overconfident Kangaroos",25,"B","2021",14.3821666666667
"437","U. Rees","Dosqaly","FWMF","Spicy Gophers",31,"C","2020",14.3860666666667
"1654","Z. Tomi?","Nganion","MFFW","Big Foxes",25,"E","2021",14.3932
"1377","J. Mazur","Esia","FWMF","Red Artichokes",31,"C","2021",14.4113666666667
"1708","T. Ong","Nganion","FWMF","Horrible Bison",25,"E","2021",14.4120666666667
"1216","E. Nankunda","Dosqaly","FW","Supreme Janes",23,"B","2021",14.4284333333333
"70","B. Maturu","People's Land of Maneau","FW","Odd Ducks",27,"A","2020",14.4378333333333
"1117","Q. Mutabazi","Byasier Pujan","FW","Jumping Beans",22,"B","2021",14.4420333333333
"1166","G. Debnath","Dosqaly","MFFW","Serious Thunderbirds",17,"B","2021",14.4431333333333
"1815","F. Nakalema","Nganion","FWMF","Serious Magicians",23,"E","2021",14.4456
"1760","B. Reyes","Esian Republic","MFFW","Polar Kangaroos",27,"E","2021",14.4487666666667
"235","E. Ueda","Dosqaly","MFFW","Simple Jayhawks",25,"B","2020",14.4557333333333
"56","E. Amponsah","Nganion","FWMF","Horrible Storm",28,"A","2020",14.4604666666667
"899","G. Lamwaka","Rarita","FW","Mad Cardinals",25,"RFL","2020",14.4625333333333
"1422","A. Guo","Esia","FW","Supreme Jaguars",19,"C","2021",14.4721
"276","Q. Mukasa","Buhegeor","FW","Swift Rustlers",18,"B","2020",14.4878
"1584","F. Mugabe","Sobianitedrucy","FW","Mighty Monkeys",23,"D","2021",14.4931333333333
"1125","V. Nabbosa","Quewenia","MFFW","Jumping Beans",22,"B","2021",14.4959666666667
"799","H. Abe","Nganion","FWMF","Sassy Knights",24,"E","2020",14.5047333333333
"479","Z. Möller","Central Republic of Boekrainego","DFFW","Weak Chargers",28,"C","2020",14.5144
"54","R. Dijkstra","Central Diasongo","FWMF","Horrible Storm",29,"A","2020",14.5187666666667
"1526","E. Poto?nik","Biarizea","MFFW","Fighting Clippers",29,"D","2021",14.5206666666667
"886","S. Fontana","Rarita","DFFW","Great Pandas",23,"RFL","2020",14.5708
"1404","C. Wee","Esia","FWMF","Silver Frogs",29,"C","2021",14.5722
"1440","L. Mwase","Esia","FW","Ultimate Dolphins",18,"C","2021",14.59
"304","J. Natukunda","Dosqaly","FW","Villainous Eagles",21,"B","2020",14.5981
"441","X. Lunyolo","Esia","FWMF","Spicy Gophers",17,"C","2020",14.6050333333333
"190","T. Peng","Dosqaly","FWMF","Jumping Beans",20,"B","2020",14.6198333333333
"1900","E. Rahayu","Rarita","MFFW","Strong Oaks",26,"RFL","2021",14.6215
"819","H. Kikuchi","Nganion","FWMF","Serious Magicians",21,"E","2020",14.6297666666667
"1197","T. Owiny","Pierrema","MFFW","Simple Privateers",25,"B","2021",14.6396
"236","U. Utomo","Dosqaly","FW","Simple Privateers",18,"B","2020",14.6591666666667
"1643","C. Rai","Nganion","FW","Big Foxes",25,"E","2021",14.6670666666667
"845","P. Kralj","Nganion","FW","Ultimate Penguins",26,"E","2020",14.6975333333333
"1192","H. Jiu","Central Diasongo","FWMF","Simple Privateers",26,"B","2021",14.7083333333333
"882","U. Tuhaise","Rarita","FWMF","Golden Cadets",26,"RFL","2020",14.7159333333333
"1430","U. Tuhaise","Esia","FWDF","Supreme Jaguars",27,"C","2021",14.7190333333333
"1857","N. Chaw","Rarita","FWMF","Educated Avengers",31,"RFL","2021",14.7239333333333
"957","A. Schmitt","People's Land of Maneau","FW","Great Galactic Gorgons",34,"A","2021",14.7647333333333
"364","S. Nakabugo","Republic of Denand Landsa","FW","Fiery Governors",21,"C","2020",14.7925666666667
"1649","J. Elsayed","Nganion","FWMF","Big Foxes",28,"E","2021",14.7931
"1056","C. Joly","People's Land of Maneau","FW","Swift Musketeers",21,"A","2021",14.8034333333333
"329","Z. Wati","Dosqaly","FWMF","Wet Monarchs",21,"B","2020",14.8178
"1399","O. Lombardi","Frenchdo Stanser","FW","Silver Frogs",21,"C","2021",14.8242666666667
"1520","A. Schumacher","Sobianitedrucy","FW","Fighting Clippers",17,"D","2021",14.8267333333333
"625","B. Kyarisima","Sobianitedrucy","FWDF","Rowdy Clippers",23,"D","2020",14.8314
"1400","A. Nantege","Lefghau","FW","Silver Frogs",25,"C","2021",14.8883666666667
